respondent,UCLA_index,Q8_disability,NeighborIndex,DiversityDiscussImportant,DiversitySupportive,Q22_marital_satn,Q46_attend_religious,Q39_caregiver,Q30_supportive_num,Q64_yrs_current_residence,Q65_relocate,ethnic,gender,household_size,income,employ,age_group,Q2_health_overall,Q27_11_parents_inperson,Q27_12_parents_email,Q27_13_parents_phone,Q27_14_parents_letters,Q27_15_parents_text,Q27_16_parents_online,Q27_17_parents_SN,Q27_21_child_inperson,Q27_22_child_email,Q27_23_child_phone,Q27_24_child_letters,Q27_25_child_text,Q27_26_child_online,Q27_27_child_SN,Q27_31_sibling_inperson,Q27_32_sibling_email,Q27_33_sibling_phone,Q27_34_sibling_letters,Q27_35_sibling_text,Q27_36_sibling_online,Q27_37_sibling_SN,Q27_41_friend_inperson,Q27_42_friend_email,Q27_43_friend_phone,Q27_44_friend_letters,Q27_45_friend_text,Q27_46_friend_online,Q27_47_friend_SN,Q28_discuss_important_matters_num,passaway_index,moveaway_index,Q38_more_less_friends,Q48_volunteer,Q50_groups,Q53_hobbies,Q77_hrs_alone,Q89_1_internet_sentiment,Q89_2_internet_sentiment,Q89_3_internet_sentiment,Q89_4_internet_sentiment,Q89_5_internet_sentiment,Q89_6_internet_sentiment,Q89_7_internet_sentiment,Q89_8_internet_sentiment,Q89_9_internet_sentiment,Q89_10_internet_sentiment,internet_sentiment_index,Q90_tradeoffs_family,Q91_tradeoffs_intimate_convo
1937,33,1,2.229521755,2,2,5,2,0,2,4,0,1,2,2,4,6,5,2,,,,,,,,,,,,,,,4,3,4,1,4,4,4,3,4,4,1,4,4,2,2,1,1,2,0,1,2,1,3,3,3,3,3,3,3,3,3,3,30,2,2
1938,20,0,-2.545060698,4,3,0,1,0,5,2,3,1,1,1,9,1,7,3,,,,,,,,,,,,,,,4,5,5,1,5,4,4,4,5,5,1,5,1,2,5,2,1,1,0,1,2,4,3,3,3,3,3,4,3,3,3,3,31,2,2
1940,72,1,-1.262140003,1,,0,6,0,0,5,0,1,1,1,3,2,5,3,,,,,,,,,,,,,,,1,4,1,1,1,1,1,5,5,4,5,5,4,2,1,,1,1,0,1,1,6,3,3,3,3,3,3,3,3,3,3,30,3,1
1941,54,1,2.92483662,3,2,0,3,0,3,4,0,2,2,4,14,5,7,3,,,,,,,,3,4,4,2,3,2,4,2,3,5,2,4,2,4,3,4,5,2,4,1,5,4,0,0,2,1,1,1,3,3,2,4,4,4,5,4,4,5,2,37,3,2
1942,34,0,-3.186521045,3,4,3,5,0,5,5,0,1,2,3,19,1,7,3,,,,,,,,5,5,5,2,5,5,5,4,5,5,2,5,4,4,4,5,4,2,4,3,1,4,1,0,2,1,1,4,4,4,1,2,4,3,5,5,4,5,4,37,2,2
1943,29,0,2.283376273,3,2,5,1,0,3,5,0,1,2,5,18,1,5,4,,,,,,,,3,4,4,1,5,1,3,3,2,4,2,4,4,4,5,3,4,2,5,1,2,3,1,0,2,0,1,5,1,4,1,1,4,5,4,5,1,5,5,35,3,2
1944,33,0,-0.348833675,1,2,0,1,1,3,5,0,4,1,1,14,1,6,4,5,1,1,1,1,1,1,,,,,,,,5,5,5,1,1,1,1,5,5,5,1,1,1,5,1,2,0,2,0,1,3,5,3,3,3,3,5,3,3,3,3,3,32,2,2
1945,56,1,-0.990294023,1,1,0,1,0,2,3,1,1,1,1,8,5,6,4,,,,,,,,,,,,,,,4,4,4,1,1,1,5,1,5,,,,,,1,0,0,1,0,1,1,6,4,3,3,3,3,3,3,3,3,3,31,1,1
1946,34,0,-5.32889355,3,3,0,1,0,4,2,1,2,2,2,6,1,5,3,,,,,,,,5,1,5,1,5,1,1,3,1,5,1,5,1,1,3,1,4,1,4,1,5,3,0,1,2,0,1,1,1,2,2,1,1,3,3,5,1,2,5,25,1,2
1947,36,1,-0.130842212,4,3,5,3,0,5,5,0,4,2,10,16,2,7,2,,,,,,,,5,5,5,2,5,5,5,4,5,4,2,5,5,5,3,4,4,1,4,5,2,11,1,0,2,0,1,4,1,3,3,1,2,4,2,5,3,5,3.111111111,31.11111111,2,2
1948,30,0,-2.273214717,4,5,0,3,1,6,3,1,1,2,5,19,2,5,3,5,3,5,1,5,2,3,5,5,5,1,5,3,5,5,5,5,1,5,1,5,3,3,3,3,3,2,1,4,0,0,3,0,1,4,4,5,3,2,5,5,5,5,4,5,4,43,2,2
1949,32,1,0.564472653,3,3,5,2,0,4,5,0,5,2,2,11,5,6,4,,,,,,,,2,5,5,3,3,1,4,2,2,5,2,3,1,1,1,1,1,1,1,1,5,4,1,0,1,0,1,2,1,3,1,2,3,5,1,5,3,5,5,33,2,2
1950,41,0,1.477778981,4,4,5,3,0,6,3,2,1,2,1,20,1,6,3,,,,,,,,3,4,4,1,4,1,3,3,3,4,1,5,1,1,3,5,4,1,3,1,5,4,2,0,1,0,2,1,2,1,1,5,3,5,1,5,1,5,5,32,2,2
1951,37,1,-5.32889355,2,2,0,6,0,3,1,2,1,2,1,6,5,6,2,,,,,,,,2,5,5,1,5,1,1,4,4,4,1,5,1,1,1,4,3,1,3,1,5,3,0,0,2,0,1,2,2,3,1,2,4,3,3,3,3,2,4,28,2,2
1952,56.66666667,0,-0.348833675,2,3,0,3,0,3,5,0,1,1,1,20,1,6,3,,,,,,,,,,,,,,,3,2,3,2,3,1,3,3,,3,2,3,1,5,2,0,0,2,0,1,2,4,4,4,2,2,3,4,3,2,2,2,28,1,2
1953,45,0,-3.186521045,1,1,0,1,0,1,2,1,1,1,1,3,1,6,3,,,,,,,,,,,,,,,4,1,5,1,1,1,1,3,1,3,1,1,1,5,1,1,0,1,0,1,2,4,5,2,2,1,5,1,5,1,5,5,32,2,2
1955,35,0,0.292626672,1,1,0,1,0,2,4,0,2,1,1,2,6,6,3,,,,,,,,,,,,,,,4,2,4,2,4,4,5,5,3,4,2,4,3,1,3,1,1,2,0,1,2,4,4,3,2,4,4,4,3,4,4,4,36,2,2
1956,39,0,2.92483662,3,6,4,2,0,10,4,0,1,2,4,17,1,5,5,5,1,5,1,1,1,1,5,4,5,1,5,5,5,5,3,3,1,4,3,4,5,4,4,1,5,3,2,2,1,0,3,0,2,3,1,5,4,4,5,4,5,4,5,4,4,44,1,1
1957,40,0,0.728609598,3,4,5,6,0,6,5,0,1,1,2,16,2,7,5,,,,,,,,5,4,4,1,5,1,1,4,4,3,1,4,1,1,4,3,2,2,2,1,5,6,1,0,1,1,2,6,4,4,4,2,1,3,1,4,4,2,4,29,2,2
1958,47,0,-1.903600351,2,5,5,1,0,10,4,0,3,2,2,16,1,5,4,5,1,5,1,5,1,1,,,,,,,,5,1,5,1,5,4,1,4,4,4,1,4,1,2,3,0,1,2,1,3,2,2,4,4,2,4,4,5,3,2,2,2,32,1,1
1959,49,1,2.011530292,2,1,4,2,1,1,3,1,1,1,4,5,6,5,3,,,,,,,,,,,,,,,2,1,2,1,3,1,3,5,3,5,1,5,1,1,2,0,0,1,0,1,5,1,4,4,4,4,4,4,3,5,4,5,41,2,2
1960,46,0,-1.63175437,1,,5,2,0,0,0,0,1,2,2,13,5,8,3,,,,,,,,5,3,5,1,5,4,1,3,1,3,1,1,1,1,3,2,3,2,3,1,4,2,,0,2,0,4,5,1,2,3,3,3,3,3,4,3,3,2,29,2,2
1961,57,1,-4.687433203,2,3,3,3,0,6,1,8,1,1,2,18,1,6,2,,,,,,,,,,,,,,,,,,,,,,4,5,3,1,4,1,5,2,1,0,1,0,1,2,4,3,2,2,1,3,1,3,2,4,3,24,2,1
1962,48,0,-0.990294023,3,1,5,1,1,1,5,0,1,2,2,10,5,7,4,,,,,,,,2,5,5,1,1,3,1,4,1,4,1,1,1,1,4,1,4,1,1,1,5,4,0,0,2,0,1,2,1,3,2,3,1,5,2,5,3,5,5,34,2,2
1963,30,0,-1.63175437,2,2,5,2,0,2,5,0,1,1,2,18,1,6,4,3,1,3,1,1,1,1,5,1,5,1,5,3,4,2,1,2,1,1,1,1,4,5,3,1,4,1,5,2,1,0,2,0,1,4,3,3,5,1,1,5,1,5,1,5,5,32,2,2
1964,25,0,1.152078482,3,,0,2,0,0,4,0,1,2,2,9,1,6,3,5,1,5,1,1,1,1,5,2,5,1,5,1,1,3,5,5,1,5,1,1,5,5,5,1,5,1,5,4,,0,1,0,1,3,1,1,1,1,1,5,5,3,3,3,5,28,2,2
1965,31,1,0.946601061,1,4,5,6,0,15,3,2,1,1,2,9,5,7,3,,,,,,,,3,3,5,3,5,4,4,2,1,3,2,1,1,3,5,1,4,2,4,1,3,1,2,0,2,1,1,2,1,3,1,3,2,5,1,5,3,5,3,31,2,2
1966,52,0,1.316215427,,,3,5,1,0,2,2,1,2,2,13,1,6,5,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,2,2,3,4,2,0,,1,1,1,2,4,2,4,5,1,3,3,3,1,5,1,5,31,3,3
1967,29,0,0.292626672,2,4,0,6,1,6,4,0,2,2,1,7,4,8,4,,,,,,,,3,3,5,3,3,1,1,5,3,5,3,2,1,1,5,3,5,3,3,1,5,4,2,1,1,1,4,4,5,3.375,3.375,3,4,2,4,3,5,3,3,33.75,1,2
1969,46,1,0.292626672,2,2,0,2,0,5,1,2,1,2,1,4,6,6,2,5,1,5,1,1,1,1,5,1,5,1,5,1,5,3,1,2,1,1,1,4,5,1,5,4,5,5,1,5,3,0,2,0,1,2,6,3,4,2,4,5,4,5,3,5,5,40,2,2
1970,30,1,-4.687433203,3,2,0,3,0,2,4,0,2,2,2,5,5,7,2,,,,,,,,5,5,5,1,5,5,5,,,,,,,,5,1,5,1,5,5,1,3,0,0,2,0,1,1,3,3,3,3,3,3,4,3,3,3,3,31,2,2
1971,31,1,1.205933,5,3,5,1,0,2,5,0,1,2,2,10,5,7,3,,,,,,,,5,5,5,2,5,1,5,5,5,5,4,5,5,5,5,5,5,4,5,5,1,5,0,0,2,0,1,1,2,5,1,1,5,5,5,3,4,4,4,37,2,2
1972,75,0,-4.687433203,3,2,4,1,1,2,4,0,1,2,3,11,4,5,2,3,1,5,1,1,1,3,5,2,5,3,4,1,5,3,1,5,1,1,1,3,2,1,3,2,1,1,3,3,1,0,1,0,1,2,3,1,3,1,1,2,1,5,1,1,3,19,1,1
1973,39,0,-0.348833675,2,1,5,6,0,1,5,0,1,1,5,16,1,6,4,,,,,,,,,,,,,,,4,4,5,3,5,3,4,3,3,3,2,3,3,3,2,2,1,2,1,2,1,1,4,4,2,5,5,4,2,3,4,3,36,2,2
1974,50,0,-0.990294023,2,3,0,4,0,10,2,3,2,2,1,15,1,5,4,,,,,,,,4,3,5,2,5,3,3,2,2,3,1,3,3,3,2,3,3,2,4,2,2,6,0,1,2,1,1,6,5,3,2,2,4,3,4,4,4,3,3,32,2,2
1975,27,0,5.121063643,4,5,5,6,0,14,3,1,1,2,2,13,5,6,5,,,,,,,,5,5,5,1,5,5,5,4,4,4,1,4,5,5,5,5,5,1,5,5,1,9,0,1,3,1,2,6,1,4,4,1,5,5,5,5,3,5,5,42,2,
1976,25,0,3.566296968,4,5,5,1,0,5,5,0,1,1,2,15,1,6,4,,,,,,,,5,5,4,1,5,1,4,,,,,,,,5,4,4,1,4,1,1,4,0,0,2,1,3,3,1,4,3,3,4,4,4,4,4,4,4,38,2,2
1977,36,0,-3.827981392,3,3,5,2,0,5,2,2,1,2,4,15,1,7,4,2,1,5,3,1,1,1,5,5,4,3,5,2,3,2,4,4,3,4,1,3,4,4,2,2,4,1,3,3,1,0,2,1,3,5,2,4,2,4,5,5,5,4,3,5,5,42,2,2
1978,66,0,-2.763052161,1,1,0,2,0,1,3,1,2,2,1,13,1,5,2,4,1,4,1,1,1,1,,,,,,,,1,1,1,1,1,1,1,5,1,5,1,5,1,2,2,1,0,1,0,1,2,3,1,1,3,2,3,4,2,4,2,3,25,2,1
1979,61,0,1.370069945,3,4,4,1,0,6,4,0,1,2,4,15,2,5,3,5,3,5,1,5,1,1,5,1,5,1,5,1,1,2,1,5,2,3,1,1,4,2,4,1,4,1,5,4,0,0,2,0,1,4,3,2,1,2,1,3,2,3,3,3,3,23,1,1
1980,21,0,2.011530292,1,3,4,1,0,10,1,1,1,1,2,11,1,6,3,,,,,,,,5,2,5,1,2,1,1,5,1,1,1,1,1,1,5,1,1,1,1,1,5,1,1,0,1,0,1,1,1,3,1,3,4,3,2,3,1,5,3,28,2,2
1981,24,0,3.566296968,2,3,5,6,0,6,4,0,1,1,1,9,5,8,3,,,,,,,,5,1,4,1,1,1,1,4,1,4,1,1,1,1,5,1,5,2,1,1,5,3,1,0,2,1,2,4,2,,,,,,,,,,,0,2,2
1982,52,0,0.08714925,3,2,5,2,0,2,4,0,1,1,2,16,5,8,4,,,,,,,,2,4,1,2,1,1,1,1,2,1,1,1,1,1,5,5,1,1,1,1,5,2,1,0,3,0,2,4,1,3,2,1,2,3,2,3,4,2,5,27,2,2
1983,52,0,1.370069945,,,0,1,0,0,4,0,1,2,1,6,5,7,3,,,,,,,,5,5,5,1,5,5,5,2,5,5,5,5,5,5,5,5,5,2,5,5,1,0,,0,3,0,2,1,5,1,1,5,3,4,2,4,2,4,2,28,2,2
1984,44,0,2.92483662,3,3,5,3,0,10,2,2,1,1,2,14,5,7,4,,,,,,,,4,4,4,2,4,1,1,2,2,4,2,3,1,1,4,3,4,2,4,1,5,3,1,0,2,0,1,3,3,2,1,3,1,3,1,5,1,5,4,26,2,2
1985,40,1,2.011530292,2,2,0,2,0,4,5,0,1,1,1,12,5,7,2,,,,,,,,4,4,4,3,4,1,5,2,5,2,1,3,1,5,5,5,5,1,5,1,1,3,1,2,1,0,2,6,4,3,3,2,3,5,4,3,3,5,5,36,2,2
1986,24,0,1.370069945,3,2,0,6,0,9,5,0,1,2,1,14,5,8,3,,,,,,,,,,,,,,,4,4,5,3,1,1,1,5,4,5,3,1,1,5,6,2,0,2,0,1,5,2,3,3,2,2,3,1,5,1,5,3,28,2,2
1987,27,1,-0.77230256,2,4,5,1,0,5,4,0,1,2,3,13,5,7,2,,,,,,,,5,1,5,1,1,1,1,2,3,3,1,1,1,1,3,3,3,1,1,1,5,3,0,0,2,0,2,3,3,3,1,1,1,1,3,4,2,3,3,22,2,2
1988,60,0,-2.273214717,1,1,0,5,0,4,4,0,4,2,1,15,1,6,2,,,,,,,,,,,,,,,4,1,4,1,2,1,1,5,5,5,3,5,1,5,8,1,1,1,0,1,2,3,3,3,3,1,5,1,3,3,3,3,28,1,1
1989,38.94736842,0,-2.273214717,1,1,5,1,0,1,5,0,1,1,2,19,1,7,4,,,,,,,,,,,,,,,2,3,3,1,1,1,1,4,4,4,1,4,1,5,1,0,0,2,0,2,4,2,1,1,1,1,5,1,5,1,5,1,22,2,2
1990,46,0,0.728609598,2,2,5,6,0,2,2,2,1,1,1,11,1,6,4,,,,,,,,5,5,5,3,5,1,5,,,,,,,,5,4,5,3,5,1,3,2,1,0,2,1,2,5,1,3,3,3,3,3,3,3,3,3,3,30,2,2
1991,26,0,-1.249625962,,,5,2,0,0,5,0,1,2,2,12,5,8,4,,,,,,,,5,4,5,1,5,1,4,1,1,1,1,1,1,1,4,4,4,1,3,3,3,,,0,1,0,1,2,1,5,3,3,2,5,3,3,3,3,3,33,2,1
1992,38,1,3.78428843,1,1,5,3,0,2,4,0,1,1,2,17,1,7,4,,,,,,,,2,5,4,2,4,2,1,2,3,4,1,1,1,1,4,5,1,1,1,1,5,2,0,0,2,0,1,6,2,4,5,1,3,5,3,5,3,5,4,38,2,2
1993,28,0,0.08714925,3,3,5,6,0,4,5,0,1,1,2,16,5,8,4,,,,,,,,5,5,5,3,5,4,4,4,4,3,2,4,3,3,5,5,4,2,4,2,4,4,0,0,2,1,1,3,2,3,3,3,3,3,4,3,4,2,4,32,2,2
1994,40,0,0.292626672,1,1,5,1,0,1,4,0,1,1,2,11,5,7,2,,,,,,,,5,3,5,1,1,5,5,3,3,3,1,1,1,1,5,1,4,1,1,1,5,1,1,0,2,0,1,4,1,4,1,5,5,5,5,5,5,5,5,45,2,2
1995,33,1,4.425748778,4,4,4,6,0,8,2,1,1,2,2,18,5,7,3,,,,,,,,5,5,4,4,1,5,1,3,4,5,1,1,1,5,5,5,5,5,5,4,2,6,0,0,3,1,3,3,2,2,3,3,3,5,1,1,3,3,3,27,2,1
1996,31.57894737,0,3.566296968,5,3,5,6,1,3,5,0,1,2,2,11,1,7,4,,,,,,,,,,5,1,5,5,5,4,4,3,1,4,1,4,5,5,5,1,5,1,1,5,0,1,3,1,1,4,2,5,2,5,5,5,5,5,4,5,5,46,1,3
1997,38,0,1.152078482,5,6,4,6,0,10,4,0,2,1,3,17,1,5,4,5,3,5,1,3,1,1,5,1,5,1,1,1,1,1,1,1,1,1,1,1,4,4,4,1,4,1,5,8,1,2,3,1,1,3,2,4,1,2,4,4,4,3,3,4,4,33,1,1
1998,30,1,2.011530292,2,3,5,3,0,2,4,0,1,1,2,16,5,6,4,,,,,,,,3,3,3,3,1,1,3,2,1,2,1,1,1,1,4,4,4,1,1,1,2,2,1,0,2,0,1,2,3,4,4,2,4,2,4,2,4,2,4,32,2,2
1999,48,0,-0.77230256,1,1,4,6,0,1,3,1,1,1,1,17,1,6,3,4,1,4,1,1,1,1,5,1,5,1,5,1,1,4,4,4,1,4,1,1,5,1,5,1,1,1,5,1,0,0,2,1,1,2,1,3,3,3,2,3,3,3,3,3,3,29,2,2
2001,41,1,-5.32889355,1,1,4,1,0,1,2,2,1,2,2,13,5,5,3,4,1,3,1,5,1,4,,,,,,,,3,3,4,1,5,1,4,3,1,3,1,3,1,3,1,0,0,1,0,1,2,1,2,1,1,4,5,4,3,1,4,5,30,2,2
2002,49,0,0.728609598,4,5,5,1,0,10,3,2,1,2,2,17,1,5,3,3,5,5,3,5,1,5,,,,,,,,3,4,3,1,4,1,4,4,4,2,1,4,1,2,6,0,0,3,1,1,3,2,4,2,3,4,4,5,3,3,4,2,34,2,1
2005,43,0,4.425748778,,,0,1,0,0,5,0,1,1,1,12,5,7,4,,,,,,,,,,,,,,,1,1,1,1,1,1,1,5,4,5,2,5,5,2,0,,1,1,1,2,2,5,3,3,3,3,5,3,3,4,2,3,32,1,1
2006,46,0,1.370069945,1,1,5,3,0,1,2,1,1,1,2,13,5,7,3,,,,,,,,5,5,5,3,5,5,5,3,3,3,1,4,1,4,5,1,3,1,1,1,5,1,0,0,2,0,1,2,1,4,3,1,1,3,3,3,4,2,3,27,2,2
2007,29,0,1.423924463,4,5,5,6,0,15,4,0,1,2,3,12,1,5,4,4,1,5,1,5,3,4,3,1,5,1,5,5,5,3,1,3,1,3,3,4,5,1,4,1,5,1,1,4,1,1,3,1,1,4,1,4,1,1,4,5,4,5,3,5,3,35,2,2
2008,42,0,-0.554311097,3,2,0,2,0,3,5,0,1,2,1,10,5,7,5,,,,,,,,2,2,4,1,4,1,1,4,5,5,1,1,1,1,5,1,5,1,1,1,5,10,2,0,1,0,1,1,3,3,3,1,3,3,3,3,3,5,5,32,2,2
2009,27,0,3.78428843,2,3,5,1,0,5,5,0,1,2,1,14,5,7,4,,,,,,,,,,,,,,,2,4,4,3,1,1,1,4,4,3,2,1,1,2,3,0,0,2,0,1,7,2,3,2,2,1,3,3,3,2,3,4,26,2,2
2010,38,0,-4.687433203,1,1,0,1,0,1,4,0,4,1,1,15,1,6,4,3,1,1,1,1,1,1,,,,,,,,2,4,3,1,3,1,4,3,5,4,1,5,5,3,1,0,0,2,0,2,4,4,4,3,4,4,5,4,1,3,5,5,38,2,2
2011,46,0,5.339055106,3,6,3,1,0,12,5,0,1,1,2,17,5,5,4,4,3,4,1,1,4,5,,,,,,,,3,3,4,1,4,1,5,5,4,5,1,5,5,1,4,0,0,3,0,1,5,2,5,5,1,5,2,5,2,4,4,3,36,2,2
2012,37,1,-0.348833675,1,1,0,6,1,3,4,0,1,2,2,9,5,7,1,,,,,,,,5,5,5,1,1,5,5,1,1,3,1,3,4,4,5,4,5,1,4,5,1,2,1,0,3,0,1,2,3,5,5,5,5,3,5,5,4,3,5,45,2,2
2013,24,1,-0.348833675,3,5,5,1,0,8,4,0,1,2,1,8,6,6,2,3,1,3,3,1,1,1,5,1,1,1,4,1,1,5,1,5,2,1,1,5,5,1,5,1,4,3,1,3,0,0,2,0,1,3,1,4,3,3,4,5,3,5,2,5,5,39,2,2
2014,32,1,0.946601061,2,3,5,1,1,3,4,0,1,1,3,13,5,8,3,,,,,,,,4,5,3,2,4,1,5,4,3,4,2,4,1,5,3,1,3,1,5,1,1,3,0,1,1,0,2,2,4,4,4,3,4,3,4,3,4,4,4,37,2,2
2015,27,0,3.78428843,2,5,5,2,0,10,5,0,1,1,3,13,1,6,3,,,,,,,,5,5,5,1,5,1,1,2,1,2,1,1,1,1,5,1,4,1,4,1,5,2,1,0,2,0,1,3,1,2,1,3,3,5,1,5,1,5,3,29,2,2
2016,57,0,-5.32889355,2,2,5,5,0,3,5,0,1,2,2,14,7,5,3,,,,,,,,3,3,4,1,5,2,1,2,2,3,2,3,3,3,3,2,2,2,2,1,4,2,0,0,2,0,1,3,3,4,3,1,3,3,4,3,1,3,3,28,2,2
2017,28,0,-0.77230256,1,1,5,6,0,5,1,2,4,1,4,16,1,5,4,3,1,5,1,4,1,1,5,5,5,1,5,1,1,4,1,3,1,3,1,1,5,1,3,1,1,1,5,1,0,0,2,0,2,2,1,3,3,3,3,3,3,3,3,3,3,30,2,2
2018,21,0,3.78428843,2,3,5,1,0,7,4,0,1,1,3,12,5,6,4,,,,,,,,5,5,5,1,5,4,1,,,,,,,,3,3,4,1,1,1,5,3,0,0,2,0,1,5,1,3,3,2,3,3,3,3,3,3,3,29,2,2
2019,27,0,-0.990294023,2,4,4,5,0,9,5,0,1,2,2,19,5,7,4,,,,,,,,3,4,5,3,5,2,4,,,,,,,,4,4,4,3,4,2,2,2,0,0,2,1,2,3,2,1,1,2,4,5,5,5,3,5,5,36,2,2
2020,44,0,-1.903600351,3,1,3,6,0,4,4,0,1,2,2,16,1,5,4,3,1,2,4,3,1,1,,,,,,,,2,3,1,3,4,1,4,4,4,5,3,5,2,1,5,1,0,2,1,1,2,2,4,4,3,4,3,4,2,2,2,2,30,2,3
2021,49,0,0.510618135,2,2,0,1,0,5,5,0,1,1,4,7,5,8,3,,,,,,,,5,1,1,1,1,1,1,2,3,2,3,5,1,3,5,3,3,3,3,1,4,5,0,0,2,0,2,3,4,3,3,2,3,3,3,3,3,3,3,29,2,2
2022,40,0,-0.554311097,2,2,2,5,0,3,5,0,1,1,10,17,1,5,5,,,,,,,,5,3,5,1,5,4,4,3,2,2,1,3,1,3,3,1,4,1,4,1,2,4,1,0,2,0,1,2,6,1,2,1,3,3,4,2,3,1,5,25,2,1
2023,47,0,-2.273214717,4,2,5,6,1,2,4,0,1,1,3,16,1,5,5,,,,,,,,5,3,5,1,5,1,3,4,3,4,1,4,1,3,5,4,4,1,4,1,2,5,0,0,1,1,1,3,1,2,3,2,2,2,3,3,1,2,2,22,2,2
2024,32,0,3.566296968,5,5,0,1,0,16,4,0,1,2,1,9,1,6,4,4,1,4,2,1,1,1,3,4,4,3,1,1,4,4,1,5,3,1,1,1,4,4,5,3,1,1,2,20,1,1,3,0,1,2,4,2,1,1,3,5,3,5,1,3,4,28,2,2
2025,31,0,0.510618135,3,3,5,1,0,4,5,0,5,2,3,19,1,5,4,3,1,4,1,1,1,1,5,5,5,1,5,1,1,4,5,5,1,5,1,1,4,5,4,1,5,1,2,3,0,0,2,0,1,3,2,4,1,1,5,5,3,5,3,4,5,36,2,2
2026,65,0,-1.63175437,1,1,0,6,0,1,4,0,1,1,1,7,5,7,2,,,,,,,,,,,,,,,2,3,3,3,1,1,1,4,1,4,1,1,1,5,1,1,0,2,1,1,5,5,3,3,2,3,3,3,3,2,3,3,28,2,2
2027,39,0,-0.348833675,1,3,5,1,0,3,4,0,1,1,4,13,5,6,4,3,1,5,1,1,1,1,2,3,3,1,4,1,1,3,3,1,3,3,1,1,3,3,3,1,3,3,3,1,0,0,1,0,1,3,1,1,1,1,2,3,4,4,2,3,4,25,2,1
2028,55,0,-2.273214717,3,3,4,1,0,3,3,1,1,2,4,16,1,6,3,,,,,,,,5,,4,1,5,1,4,3,2,3,1,4,1,4,4,1,4,1,4,1,5,3,0,0,2,0,1,3,2,3,3,4,4,3,4,3,4,4,4,36,2,1
2029,39,0,-0.348833675,2,2,4,1,0,2,5,0,1,1,2,11,5,7,3,2,1,5,2,1,1,1,2,4,4,2,4,1,5,2,2,1,1,3,1,1,4,1,4,1,1,1,5,2,0,0,1,0,1,1,2,3,3,3,4,5,4,3,4,5,5,39,2,2
2030,39,0,,2,2,0,1,0,3,4,0,1,2,2,13,1,6,4,,,,,,,,4,1,5,3,5,1,1,3,1,3,1,4,1,1,4,1,4,1,4,1,5,3,0,0,2,1,1,2,1,,,,,,,,,,,0,,
2031,35,0,2.229521755,1,3,5,3,0,5,3,1,2,1,4,11,2,6,4,,,,,,,,5,1,5,1,5,1,1,5,1,5,1,5,1,1,5,4,5,3,5,1,1,1,0,0,2,0,2,2,2,3,1,3,4,4,4,5,3,5,4,36,2,2
2032,32,0,-0.348833675,3,4,5,2,0,6,4,0,4,2,3,19,1,6,4,5,1,5,1,1,1,5,3,5,5,1,5,4,5,3,3,3,1,3,3,1,5,5,5,1,5,5,1,4,0,1,2,0,1,5,1,4,4,2,4,4,4,4,4,4,1,35,2,2
2033,21,0,2.92483662,4,5,5,6,0,15,5,0,1,2,2,19,5,7,5,,,,,,,,,,,,,,,3,5,3,1,5,1,1,5,5,3,1,5,1,5,5,0,1,3,0,4,7,1,4,3,3,1,5,4,5,2,5,5,37,3,2
2034,49,0,0.510618135,,,3,2,0,0,5,0,1,1,4,15,1,6,3,4,4,5,3,1,1,1,5,5,5,2,5,3,5,3,3,3,3,3,1,4,4,3,3,3,4,1,2,0,,0,2,0,2,2,3,2,2,2,3,2,5,3,2,2,3,26,1,2
2035,41,0,-2.273214717,3,,2,2,0,0,4,0,1,2,2,18,1,5,2,,,,,,,,5,5,4,3,5,3,4,3,3,3,2,3,1,4,5,5,3,2,5,1,1,3,,0,2,0,1,3,1,4,4,4,5,5,5,4,4,5,3,43,2,2
2036,53,1,-1.903600351,1,1,0,1,0,1,5,0,5,1,1,6,1,5,4,1,1,1,1,1,1,1,,,,,,,,1,1,1,3,1,1,1,5,5,1,1,1,5,1,1,1,0,1,0,1,7,4,3,3,5,3,5,1,5,3,3,4,35,1,1
2038,22,0,2.229521755,3,5,5,6,0,6,5,0,1,2,2,15,5,6,4,3,3,5,1,1,3,1,3,1,4,1,4,4,4,3,4,4,1,4,4,3,5,1,4,1,5,2,2,3,2,0,2,0,1,1,1,5,3,3,5,5,5,2,5,5,5,43,2,2
2039,48,0,-1.195771444,1,2,0,1,0,8,5,0,1,2,4,15,1,6,3,,,,,,,,5,1,5,1,5,5,1,4,1,4,1,5,1,1,1,1,1,1,4,1,5,2,0,0,2,0,1,3,2,3,1,1,3,5,1,3,3,3,5,28,2,1
2040,42,0,-5.32889355,3,2,0,1,0,5,4,0,1,1,1,15,1,6,3,4,1,5,1,1,1,1,,,,,,,,4,4,4,1,4,2,4,4,4,5,1,5,5,1,5,0,0,1,0,1,2,3,3,3,5,3,5,5,4,4,4,5,41,2,2
2041,25,1,-2.273214717,3,2,5,1,0,5,5,0,1,1,2,19,5,7,3,,,,,,,,3,4,4,2,4,1,1,2,3,2,2,2,1,1,2,3,1,1,2,1,5,5,1,0,2,0,1,7,6,4,1,5,,5,4,5,5,5,5,39,2,2
2042,20,0,-4.46944174,1,1,0,2,0,12,4,0,1,1,1,20,1,8,5,,,,,,,,,,,,,,,1,1,1,1,1,1,1,5,5,4,1,5,5,1,9,0,0,3,1,1,1,4,1,1,1,1,5,5,3,5,5,3,30,2,2
